url,title,price,rating,reviews,superhost,guest_favorite,city
https://www.airbnb.com/rooms/1207801782174660643?search_mode=regular_search&adults=1&check_in=2026-07-24&check_out=2026-07-29&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P3nEr-wMfpjnoC5I&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,A bright apartment in El Born,57429.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1471733298180337893?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&photo_id=2515500106&source_impression_id=p3_1783396347_P35wX72Y6jzA3Axq&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,The Social Hub Barcelona Poblenou,49337.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/54158456?search_mode=regular_search&adults=1&check_in=2026-07-16&check_out=2026-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P3U5UBCLc8BAEdzK&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,New and modern apartment in hip neighbourhood,77350.0,4.91,12021202.0,True,True,Barcelona
https://www.airbnb.com/rooms/1710045566549404199?search_mode=regular_search&adults=1&check_in=2026-09-13&check_out=2026-09-18&children=0&infants=0&pets=0&source_impression_id=p3_1783396346_P3KVY-GEYTQT8nRj&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Sweett | Rocafort 101,85184.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1704906788837184002?search_mode=regular_search&adults=1&check_in=2026-08-16&check_out=2026-08-21&children=0&infants=0&pets=0&source_impression_id=p3_1783396346_P3gZSpoAZwbN-HqD&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,New Cozy 1 Bedroom Apartment,47511.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1633928135079830057?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&photo_id=2565750092&source_impression_id=p3_1783396347_P3ZlvPLIlqKFsZkY&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Sercotel Cornellà Barcelona,33390.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1710312952242416543?search_mode=regular_search&adults=1&check_in=2026-08-06&check_out=2026-08-11&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P3W012PTud-o7XAW&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Passeig de Gràcia B - Habitat Apartments,98750.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1688437120157855284?search_mode=regular_search&adults=1&check_in=2026-07-24&check_out=2026-07-29&children=0&infants=0&pets=0&source_impression_id=p3_1783396347_P35ypW8uJiJNOEn-&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,The Garden House/ Mediterranean Oasis in Barcelona,243341.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1629031122869046842?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&photo_id=2544565438&source_impression_id=p3_1783396347_P3Hhavhud4YSvNee&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Meson Castilla Atiram Hotel,44884.0,,,True,False,Barcelona
https://www.airbnb.com/rooms/1623845411548133787?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&photo_id=2538700910&source_impression_id=p3_1783396347_P3SwVDepdAASow8p&previous_page_section_name=1000&federated_search_id=6e4f7226-f8a4-4015-87eb-5403e5617512,Tres Torres Atiram Hotels,40975.0,,,True,False,Barcelona
